user,district,is_industrial,timeslot,power,bill,seed
32,3,0,8,50,100,1229116413
33,3,1,8,660,1320,1842911818
34,3,0,8,33,66,746052676
35,3,0,8,196,392,1213909849
36,3,0,8,58,116,593363531
37,3,0,8,78,156,863807433
38,3,0,8,120,240,394804767
39,3,0,8,197,394,875387702
40,4,0,8,100,200,903637997
41,4,0,8,86,172,732616877
42,4,0,8,178,356,455664209
43,4,1,8,1990,3980,96872014
44,4,0,8,106,212,1222502560
45,4,1,8,1560,3120,1411746696
46,4,0,8,97,194,881667725
47,4,0,8,10,20,1051620285
48,4,0,8,143,286,1778618153
49,4,0,8,147,294,941838069
50,5,0,8,64,128,1155953292
51,5,0,8,50,100,960089777
52,5,0,8,0,0,14865084
53,5,0,8,22,44,1036625634
54,5,0,8,195,390,167321141
55,5,0,8,180,360,1439288622
56,5,0,8,188,376,399873577
57,5,0,8,27,54,321944030
58,5,0,8,96,192,570477783
59,5,0,8,198,396,1983239897
60,6,0,8,105,210,2037867472
61,6,0,8,26,52,1316037380
62,6,0,8,134,268,202175406
63,6,0,8,135,270,2141678990
64,6,0,8,129,258,811839869
65,6,0,8,194,388,902931446
66,6,0,8,94,188,563215193
67,6,0,8,179,358,1933077598
68,6,0,8,197,394,1665233415
69,6,0,8,80,160,1944373884
70,7,0,8,33,66,909966251
71,7,0,8,32,64,184618006
72,7,0,8,90,180,45590204
73,7,0,8,37,74,1828856113
74,7,1,8,730,1460,1887355621
75,7,0,8,13,26,1463876152
76,7,0,8,181,362,1594561416
77,7,0,8,116,232,1716036713
78,7,0,8,54,108,319583423
79,7,0,8,4,8,238422170
80,8,1,8,1140,2280,1601434757
81,8,1,8,1310,2620,2097179008
82,8,0,8,19,38,105685381
83,8,0,8,0,0,727093393
84,8,0,8,115,230,629350001
85,8,0,8,33,66,1767460100
86,8,0,8,179,358,1798568404
87,8,0,8,193,386,1125408526
88,8,0,8,136,272,1257299335
89,8,0,8,109,218,96738224
90,9,1,8,1860,3720,1816717052
91,9,0,8,121,242,537727783
92,9,0,8,151,302,750476866
93,9,0,8,89,178,1788652518
94,9,1,8,1460,2920,1963564316
95,9,0,8,79,158,975934716
96,9,1,8,850,1700,1777655652
97,9,0,8,198,396,1582407419
98,9,0,8,69,138,150169859
99,9,0,8,157,314,1507210434
0,0,0,9,96,192,107795730
1,0,0,9,164,328,1953775367
2,0,0,9,56,112,367356928
3,0,1,9,1790,3580,1521733770
4,0,0,9,134,268,481491284
5,0,0,9,45,90,491799988
6,0,0,9,1,2,1499599230
7,0,0,9,126,252,348278130
8,0,0,9,177,354,1463437447
9,0,1,9,960,1920,1768352599
10,1,0,9,48,96,970602604
11,1,0,9,117,234,1859695444
12,1,0,9,172,344,1521898034
13,1,0,9,54,108,872237699
14,1,0,9,116,232,1313090017
15,1,1,9,890,1780,1479141377
16,1,1,9,140,280,132085748
17,1,1,9,860,1720,323813640
18,1,1,9,860,1720,926920965
19,1,1,9,600,1200,1539485884
20,2,0,9,130,260,2136756631
21,2,0,9,176,352,441546003
22,2,0,9,80,160,1256021744
23,2,1,9,1000,2000,1651244767
24,2,0,9,110,220,1200254547
25,2,0,9,87,174,829006666
26,2,0,9,199,398,1543580062
27,2,0,9,155,310,1200890270
28,2,0,9,91,182,1921994943
29,2,1,9,370,740,717293200
30,3,0,9,54,108,996277
31,3,0,9,28,56,1355205646
32,3,0,9,123,246,494650352
33,3,1,9,1700,3400,1412456390
34,3,0,9,5,10,1047733926
35,3,0,9,82,164,868514655
36,3,0,9,130,260,812927335
37,3,0,9,26,52,329048633
38,3,0,9,151,302,1607371750
39,3,0,9,146,292,1611069116
40,4,0,9,158,316,772999694
41,4,0,9,82,164,2143366117
42,4,0,9,80,160,1204287830
43,4,1,9,980,1960,1817913038
44,4,0,9,134,268,2146460931
45,4,1,9,1040,2080,695382504
46,4,0,9,90,180,2102046688
47,4,0,9,175,350,1971248520
48,4,0,9,168,336,1041864675
49,4,0,9,170,340,1746252255
50,5,0,9,51,102,422718227
51,5,0,9,38,76,2039163586
52,5,0,9,172,344,2125631152
53,5,0,9,97,194,216510645
54,5,0,9,163,326,509988424
55,5,0,9,95,190,1184498240
56,5,0,9,61,122,1568277051
57,5,0,9,36,72,96775568
58,5,0,9,88,176,21014299
59,5,0,9,100,200,460893612
60,6,0,9,121,242,1205166428
61,6,0,9,57,114,973110025
62,6,0,9,121,242,1565784046
63,6,0,9,2,4,1796699873
64,6,0,9,18,36,1030620353
65,6,0,9,95,190,743435161
66,6,0,9,2,4,896589857
67,6,0,9,190,380,135599709
68,6,0,9,105,210,1231301396
69,6,0,9,199,398,600414281
70,7,0,9,156,312,242687084
71,7,0,9,173,346,2105759669
72,7,0,9,79,158,1340167747
73,7,0,9,16,32,581196406
74,7,1,9,500,1000,621465938
75,7,0,9,162,324,1686770749
76,7,0,9,57,114,396120400
77,7,0,9,30,60,1731411677
78,7,0,9,84,168,1877655013
79,7,0,9,108,216,660313744
80,8,1,9,600,1200,1203696183
81,8,1,9,280,560,652265119
82,8,0,9,122,244,246548359
83,8,0,9,98,196,551412221
84,8,0,9,198,396,1868911933
85,8,0,9,83,166,507938225
86,8,0,9,186,372,344307789
87,8,0,9,173,346,1132257218
88,8,0,9,119,238,1360743823
89,8,0,9,13,26,898882798
90,9,1,9,1550,3100,1503807574
91,9,0,9,175,350,2017124139
92,9,0,9,126,252,1991271074
93,9,0,9,162,324,442803534
94,9,1,9,210,420,1685904622
95,9,0,9,90,180,1711649778
96,9,1,9,90,180,1643308740
97,9,0,9,137,274,616194680
98,9,0,9,1,2,1734502604
99,9,0,9,94,188,1895525493
0,0,0,10,5,10,386443303
1,0,0,10,20,40,514141376
2,0,0,10,147,294,536763043
3,0,1,10,1180,2360,1971830554
4,0,0,10,195,390,200268013
5,0,0,10,52,104,1269605258
6,0,0,10,154,308,150306626
7,0,0,10,154,308,2030935457
8,0,0,10,68,136,322315873
9,0,1,10,800,1600,776349459
10,1,0,10,116,232,1040808256
11,1,0,10,62,124,1211265812
12,1,0,10,182,364,1039482503
13,1,0,10,74,148,856780225
14,1,0,10,179,358,773992831
15,1,1,10,430,860,1353978677
16,1,1,10,1250,2500,2092925360
17,1,1,10,130,260,2018668287
18,1,1,10,1170,2340,1511526533
19,1,1,10,1950,3900,1855395389
20,2,0,10,38,76,591225764
21,2,0,10,65,130,36351080
22,2,0,10,158,316,475345986
23,2,1,10,1000,2000,1852125498
24,2,0,10,61,122,2085005599
25,2,0,10,46,92,1855368460
26,2,0,10,26,52,204035888
27,2,0,10,13,26,1765998959
28,2,0,10,116,232,711613497
29,2,1,10,1160,2320,1399762278
30,3,0,10,19,38,1697367581
31,3,0,10,185,370,596268530
32,3,0,10,167,334,1822839202
33,3,1,10,1990,3980,49381296
34,3,0,10,96,192,961380586
35,3,0,10,67,134,75586931
36,3,0,10,124,248,1253686789
37,3,0,10,34,68,1197011427
38,3,0,10,188,376,1723007043
39,3,0,10,95,190,1770758412
40,4,0,10,106,212,1512129423
41,4,0,10,191,382,1337318463
42,4,0,10,45,90,1639319437
43,4,1,10,1220,2440,1913396292
44,4,0,10,34,68,951088999
45,4,1,10,380,760,2033760196
46,4,0,10,83,166,1554308033
47,4,0,10,62,124,244946569
48,4,0,10,66,132,998698447
49,4,0,10,196,392,1577299586
50,5,0,10,72,144,1186350895
51,5,0,10,163,326,555104600
52,5,0,10,66,132,2085437024
53,5,0,10,33,66,1456281240
54,5,0,10,76,152,1387817703
55,5,0,10,107,214,1837799686
56,5,0,10,186,372,240504994
57,5,0,10,128,256,425069137
58,5,0,10,188,376,1056332669
59,5,0,10,4,8,105354529
60,6,0,10,164,328,1625602379
61,6,0,10,39,78,1039489847
62,6,0,10,78,156,689948375
63,6,0,10,147,294,624883174
64,6,0,10,45,90,381819791
65,6,0,10,152,304,113872565
66,6,0,10,194,388,1249208710
67,6,0,10,175,350,868868706
68,6,0,10,51,102,1505117301
69,6,0,10,165,330,979407191
70,7,0,10,76,152,714549844
71,7,0,10,88,176,64918799
72,7,0,10,100,200,588247585
73,7,0,10,29,58,275871209
74,7,1,10,490,980,905225467
75,7,0,10,101,202,90609709
76,7,0,10,55,110,1945498885
77,7,0,10,111,222,660923015
78,7,0,10,174,348,2141366632
79,7,0,10,120,240,1350341683
80,8,1,10,80,160,461266313
81,8,1,10,700,1400,1710779679
82,8,0,10,160,320,838790789
83,8,0,10,89,178,1220422315
84,8,0,10,185,370,1315674738
85,8,0,10,181,362,560675126
86,8,0,10,59,118,1348416362
87,8,0,10,71,142,140691975
88,8,0,10,61,122,346459401
89,8,0,10,142,284,757934237
90,9,1,10,1810,3620,2135334196
91,9,0,10,54,108,1797082614
92,9,0,10,35,70,2041817846
93,9,0,10,95,190,1503751553
94,9,1,10,1840,3680,1453630594
95,9,0,10,187,374,1252648907
96,9,1,10,420,840,1268768559
97,9,0,10,94,188,67222496
98,9,0,10,175,350,542837660
99,9,0,10,134,268,137746930
0,0,0,11,129,258,153741576
1,0,0,11,65,130,1559148764
2,0,0,11,62,124,1457962329
3,0,1,11,1380,2760,2096017936
4,0,0,11,141,282,641680212
5,0,0,11,44,88,1352299444
6,0,0,11,150,300,1730878960
7,0,0,11,156,312,362420765
8,0,0,11,14,28,1885569060
9,0,1,11,290,580,1604580404
10,1,0,11,95,190,127221460
11,1,0,11,89,178,364289951
12,1,0,11,87,174,1887885420
13,1,0,11,115,230,934641614
14,1,0,11,199,398,1189524446
15,1,1,11,290,580,616931184
16,1,1,11,1230,2460,43538761
17,1,1,11,440,880,281140986
18,1,1,11,760,1520,861188825
19,1,1,11,0,0,213944428
20,2,0,11,11,22,174420138
21,2,0,11,145,290,673470036
22,2,0,11,186,372,778208041
23,2,1,11,490,980,1156526159
24,2,0,11,195,390,1653195274
25,2,0,11,145,290,1384869986
26,2,0,11,70,140,73599541
27,2,0,11,126,252,1183953270
28,2,0,11,0,0,1999385395
29,2,1,11,1740,3480,374799551
30,3,0,11,191,382,299764564
31,3,0,11,146,292,619970775
32,3,0,11,181,362,1764414213
33,3,1,11,970,1940,2029391787
34,3,0,11,30,60,449389179
35,3,0,11,93,186,1781550345
36,3,0,11,56,112,1847806272
37,3,0,11,72,144,1345983606
38,3,0,11,50,100,789703697
39,3,0,11,90,180,1307291977
40,4,0,11,36,72,1110710226
41,4,0,11,44,88,742935326
42,4,0,11,24,48,1930735952
43,4,1,11,1270,2540,871194007
44,4,0,11,4,8,2123930356
45,4,1,11,1480,2960,1318666012
46,4,0,11,67,134,702040068
47,4,0,11,69,138,1709109170
48,4,0,11,122,244,641872140
49,4,0,11,149,298,1223947925
50,5,0,11,148,296,2135842391
51,5,0,11,115,230,1997530787
52,5,0,11,181,362,1047316826
53,5,0,11,179,358,55790631
54,5,0,11,129,258,1459165568
55,5,0,11,61,122,472965949
56,5,0,11,72,144,66381013
57,5,0,11,197,394,1789253462
58,5,0,11,19,38,57519091
59,5,0,11,7,14,830465690
60,6,0,11,26,52,634977290
61,6,0,11,180,360,752371696
62,6,0,11,193,386,301505426
63,6,0,11,135,270,951910072
64,6,0,11,181,362,1479014943
65,6,0,11,75,150,2008662251
66,6,0,11,83,166,604672708
67,6,0,11,121,242,758474867
68,6,0,11,197,394,279410114
69,6,0,11,198,396,1695457094
70,7,0,11,87,174,313033029
71,7,0,11,134,268,104827817
72,7,0,11,145,290,731796957
73,7,0,11,23,46,1059804868
74,7,1,11,760,1520,165739374
75,7,0,11,48,96,226152787
76,7,0,11,15,30,82527496
77,7,0,11,87,174,88775465
78,7,0,11,34,68,772925659
79,7,0,11,139,278,1931488505
80,8,1,11,580,1160,236807904
81,8,1,11,630,1260,1898152694
82,8,0,11,170,340,774557441
83,8,0,11,1,2,1265943929
84,8,0,11,125,250,740611550
85,8,0,11,6,12,73348169
86,8,0,11,165,330,1018131474
87,8,0,11,87,174,1134613632
88,8,0,11,0,0,1199862253
89,8,0,11,75,150,440273365
90,9,1,11,1940,3880,1078468471
91,9,0,11,179,358,1045060844
92,9,0,11,171,342,1265228897
93,9,0,11,16,32,486506467
94,9,1,11,1400,2800,1299084663
95,9,0,11,51,102,529157308
96,9,1,11,1930,3860,483599807
97,9,0,11,47,94,34462738
98,9,0,11,113,226,1681599758
99,9,0,11,89,178,2100334233
0,0,0,12,176,352,2079413245
1,0,0,12,8,16,1563993623
2,0,0,12,22,44,1822583352
3,0,1,12,950,1900,1778486272
4,0,0,12,34,68,1432248217
5,0,0,12,19,38,448297175
6,0,0,12,118,236,205104208
7,0,0,12,165,330,669856976
8,0,0,12,82,164,1615434146
9,0,1,12,1710,3420,881421831
10,1,0,12,37,74,1549760128
11,1,0,12,196,392,939054031
12,1,0,12,155,310,1812575153
13,1,0,12,34,68,100365912
14,1,0,12,18,36,1029364845
15,1,1,12,260,520,618776845
16,1,1,12,670,1340,520891216
17,1,1,12,110,220,2133449988
18,1,1,12,470,940,1745851450
19,1,1,12,1160,2320,1169745505
20,2,0,12,61,122,2010842472
21,2,0,12,177,354,214313820
22,2,0,12,90,180,1052409520
23,2,1,12,1960,3920,149389555
24,2,0,12,157,314,1151455838
25,2,0,12,2,4,639141176
26,2,0,12,180,360,367369234
27,2,0,12,114,228,1379707118
28,2,0,12,111,222,209635276
29,2,1,12,620,1240,1523215448
30,3,0,12,165,330,196244293
31,3,0,12,15,30,1225294232
32,3,0,12,1,2,2105224081
33,3,1,12,1580,3160,493262102
34,3,0,12,171,342,1235637556
35,3,0,12,104,208,859520211
36,3,0,12,80,160,209911052
37,3,0,12,164,328,2037358472
38,3,0,12,41,82,820065498
39,3,0,12,135,270,1886884669
40,4,0,12,22,44,1634246121
41,4,0,12,43,86,1192487349
42,4,0,12,145,290,118804249
43,4,1,12,270,540,1946073516
44,4,0,12,58,116,1148034450
45,4,1,12,1270,2540,1257002862
46,4,0,12,185,370,672271546
47,4,0,12,96,192,739355425
48,4,0,12,32,64,860199744
49,4,0,12,75,150,20073359
50,5,0,12,52,104,1570693775
51,5,0,12,117,234,713272750
52,5,0,12,57,114,1718833894
53,5,0,12,14,28,2023344697
54,5,0,12,11,22,1966143516
55,5,0,12,161,322,1747536726
56,5,0,12,130,260,1928298909
57,5,0,12,181,362,1572654910
58,5,0,12,59,118,2027168283
59,5,0,12,80,160,1114247064
60,6,0,12,161,322,1110778785
61,6,0,12,41,82,2044859635
62,6,0,12,84,168,1166237923
63,6,0,12,152,304,497117801
64,6,0,12,48,96,71165810
65,6,0,12,171,342,1495749497
66,6,0,12,195,390,1754281195
67,6,0,12,35,70,29287518
68,6,0,12,126,252,331449478
69,6,0,12,124,248,1661554700
70,7,0,12,194,388,1632578374
71,7,0,12,87,174,1934942400
72,7,0,12,92,184,2075148257
73,7,0,12,103,206,1679863829
74,7,1,12,890,1780,2138612824
75,7,0,12,116,232,1006238923
76,7,0,12,75,150,922008854
77,7,0,12,30,60,1248624295
78,7,0,12,63,126,652719139
79,7,0,12,52,104,1331181385
80,8,1,12,60,120,1203249036
81,8,1,12,1840,3680,1882859833
82,8,0,12,175,350,1097912928
83,8,0,12,11,22,1503803730
84,8,0,12,103,206,741043352
85,8,0,12,58,116,118333625
86,8,0,12,83,166,848244199
87,8,0,12,163,326,2140964914
88,8,0,12,70,140,2122161865
89,8,0,12,49,98,1668610566
90,9,1,12,190,380,824256656
91,9,0,12,136,272,1439790982
92,9,0,12,170,340,1084242638
93,9,0,12,10,20,292470305
94,9,1,12,1870,3740,966501796
95,9,0,12,29,58,706576886
96,9,1,12,1140,2280,348914389
97,9,0,12,22,44,1408424602
98,9,0,12,68,136,1963945885
99,9,0,12,2,4,1426182346
0,0,0,13,162,324,253827472
1,0,0,13,21,42,1491117430
2,0,0,13,6,12,1716596378
3,0,1,13,1520,3040,1051901079
4,0,0,13,169,338,980430370
5,0,0,13,89,178,71897299
6,0,0,13,87,174,1840607607
7,0,0,13,134,268,113991283
8,0,0,13,29,58,640441150
9,0,1,13,140,280,1125025379
10,1,0,13,93,186,1765248584
11,1,0,13,181,362,753068869
12,1,0,13,59,118,1234411049
13,1,0,13,153,306,2060651604
14,1,0,13,120,240,617428050
15,1,1,13,700,1400,1058934323
16,1,1,13,1580,3160,1054497086
17,1,1,13,1270,2540,625076843
18,1,1,13,760,1520,911538014
19,1,1,13,1170,2340,1578039079
20,2,0,13,39,78,269316292
21,2,0,13,188,376,2077452124
22,2,0,13,101,202,1089865714
23,2,1,13,130,260,1486534479
24,2,0,13,194,388,822023019
25,2,0,13,132,264,560963986
26,2,0,13,150,300,1713342096
27,2,0,13,120,240,715353441
28,2,0,13,194,388,587977571
29,2,1,13,1070,2140,371015244
30,3,0,13,154,308,2090713154
31,3,0,13,172,344,62057320
32,3,0,13,3,6,1595079110
33,3,1,13,830,1660,671536020
34,3,0,13,118,236,138385252
35,3,0,13,39,78,1624318010
36,3,0,13,185,370,323228977
37,3,0,13,139,278,1138479658
38,3,0,13,159,318,64130642
39,3,0,13,82,164,267426172
40,4,0,13,12,24,1976881670
41,4,0,13,195,390,2104132208
42,4,0,13,169,338,1504516815
43,4,1,13,190,380,87575425
44,4,0,13,149,298,564286074
45,4,1,13,1590,3180,1448390017
46,4,0,13,18,36,1950544760
47,4,0,13,171,342,1017117183
48,4,0,13,29,58,169270147
49,4,0,13,99,198,1558307871
50,5,0,13,143,286,1036842033
51,5,0,13,12,24,1292854445
52,5,0,13,91,182,818886265
53,5,0,13,0,0,1978519084
54,5,0,13,34,68,2037944812
55,5,0,13,1,2,1758199984
56,5,0,13,79,158,1011952448
57,5,0,13,63,126,97384606
58,5,0,13,121,242,187495151
59,5,0,13,157,314,1356448383
60,6,0,13,147,294,678249887
61,6,0,13,174,348,181065944
62,6,0,13,44,88,1592743737
63,6,0,13,162,324,1425904632
64,6,0,13,47,94,1378232552
65,6,0,13,121,242,77087694
66,6,0,13,173,346,1279447714
67,6,0,13,65,130,1648320661
68,6,0,13,21,42,128727107
69,6,0,13,196,392,507264906
70,7,0,13,11,22,817661947
71,7,0,13,60,120,214079909
72,7,0,13,63,126,376968999
73,7,0,13,42,84,141151194
74,7,1,13,670,1340,1189701331
75,7,0,13,96,192,1708172836
76,7,0,13,4,8,1627329252
77,7,0,13,128,256,832505445
78,7,0,13,14,28,558421199
79,7,0,13,157,314,1281455084
80,8,1,13,1510,3020,1714468171
81,8,1,13,630,1260,1068221455
82,8,0,13,45,90,2042454706
83,8,0,13,28,56,1792696858
84,8,0,13,136,272,450827304
85,8,0,13,174,348,1243689836
86,8,0,13,146,292,1827807943
87,8,0,13,40,80,1925312103
88,8,0,13,86,172,790087391
89,8,0,13,171,342,428561627
90,9,1,13,90,180,1985669884
91,9,0,13,89,178,1035016024
92,9,0,13,125,250,1738429874
93,9,0,13,97,194,1740980764
94,9,1,13,560,1120,880710267
95,9,0,13,48,96,1061324468
96,9,1,13,610,1220,540832410
97,9,0,13,88,176,1679710178
98,9,0,13,180,360,1140657624
99,9,0,13,181,362,1032946796
0,0,0,14,158,316,830616144
1,0,0,14,104,208,2102842747
2,0,0,14,155,310,1354664083
3,0,1,14,1230,2460,1092643318
4,0,0,14,93,186,939526145
5,0,0,14,41,82,2076796188
6,0,0,14,180,360,179405685
7,0,0,14,61,122,320984982
8,0,0,14,162,324,103272490
9,0,1,14,520,1040,430793854
10,1,0,14,140,280,1642880446
11,1,0,14,140,280,2062373132
12,1,0,14,133,266,1978480905
13,1,0,14,8,16,1615684679
14,1,0,14,153,306,1521904354
15,1,1,14,880,1760,211263292
16,1,1,14,1560,3120,555030474
17,1,1,14,480,960,2033996384
18,1,1,14,290,580,1772826005
19,1,1,14,1100,2200,1431933735
20,2,0,14,90,180,244685701
21,2,0,14,136,272,1396182936
22,2,0,14,48,96,1418026637
23,2,1,14,260,520,1225121375
24,2,0,14,3,6,2026728617
25,2,0,14,52,104,1992647837
26,2,0,14,157,314,1658195670
27,2,0,14,14,28,278113285
28,2,0,14,6,12,1561149669
29,2,1,14,1740,3480,214158634
30,3,0,14,45,90,1973018715
31,3,0,14,16,32,1014508782
32,3,0,14,32,64,750284690
33,3,1,14,1380,2760,1589800215
34,3,0,14,164,328,1044744216
35,3,0,14,10,20,164475937
36,3,0,14,110,220,627325861
37,3,0,14,9,18,1642985805
38,3,0,14,7,14,722020853
39,3,0,14,74,148,1329872810
40,4,0,14,102,204,1226789643
41,4,0,14,127,254,2053745540
42,4,0,14,194,388,1835409379
43,4,1,14,1340,2680,555090372
44,4,0,14,107,214,1369171274
45,4,1,14,740,1480,1518328591
46,4,0,14,81,162,88322173
47,4,0,14,142,284,836280986
48,4,0,14,176,352,1603401408
49,4,0,14,11,22,2090890622
50,5,0,14,23,46,119780342
51,5,0,14,170,340,122992546
52,5,0,14,61,122,1127232909
53,5,0,14,162,324,684552428
54,5,0,14,185,370,202791344
55,5,0,14,151,302,966165651
56,5,0,14,56,112,2098665419
57,5,0,14,121,242,1638934119
58,5,0,14,43,86,1909007364
59,5,0,14,61,122,448820039
60,6,0,14,90,180,1206207144
61,6,0,14,31,62,1439885552
62,6,0,14,76,152,682770310
63,6,0,14,136,272,887625747
64,6,0,14,129,258,1242048775
65,6,0,14,65,130,1251476302
66,6,0,14,68,136,730334491
67,6,0,14,176,352,426499107
68,6,0,14,62,124,1120938032
69,6,0,14,112,224,1337816120
70,7,0,14,127,254,1275909593
71,7,0,14,118,236,1538493037
72,7,0,14,123,246,206493137
73,7,0,14,69,138,593907380
74,7,1,14,860,1720,1124865095
75,7,0,14,58,116,1491506980
76,7,0,14,128,256,1935266437
77,7,0,14,89,178,441270025
78,7,0,14,132,264,1931445618
79,7,0,14,1,2,1644727588
80,8,1,14,1190,2380,1228004638
81,8,1,14,1380,2760,1882459395
82,8,0,14,27,54,1328969559
83,8,0,14,15,30,528663182
84,8,0,14,86,172,262301445
85,8,0,14,39,78,1904711671
86,8,0,14,62,124,1299920497
87,8,0,14,113,226,973209090
88,8,0,14,194,388,418385450
89,8,0,14,33,66,1633692119
90,9,1,14,1080,2160,938277874
91,9,0,14,194,388,1337927002
92,9,0,14,188,376,665628707
93,9,0,14,12,24,279522410
94,9,1,14,760,1520,1967874101
95,9,0,14,194,388,1690340929
96,9,1,14,300,600,727137765
97,9,0,14,152,304,1670827515
98,9,0,14,5,10,1142050648
99,9,0,14,44,88,1328555157
0,0,0,15,37,74,2124597096
1,0,0,15,89,178,2104695636
2,0,0,15,51,102,1731563264
3,0,1,15,970,1940,1076182643
4,0,0,15,57,114,1423857583
5,0,0,15,129,258,335655420
6,0,0,15,9,18,203922659
7,0,0,15,170,340,933687048
8,0,0,15,125,250,1528562883
9,0,1,15,1720,3440,388598714
10,1,0,15,0,0,693224633
11,1,0,15,105,210,1431394379
12,1,0,15,133,266,1407696177
13,1,0,15,34,68,1538104119
14,1,0,15,123,246,1203732763
15,1,1,15,290,580,1763461113
16,1,1,15,1870,3740,1162972939
17,1,1,15,810,1620,1292999434
18,1,1,15,980,1960,956980624
19,1,1,15,1020,2040,599885649
20,2,0,15,24,48,386642101
21,2,0,15,42,84,1299881823
22,2,0,15,37,74,1029312664
23,2,1,15,1980,3960,1996140503
24,2,0,15,126,252,1520952216
25,2,0,15,10,20,1619621463
26,2,0,15,146,292,1964696006
27,2,0,15,37,74,89316800
28,2,0,15,12,24,734517881
29,2,1,15,0,0,405221830
30,3,0,15,197,394,1052117123
31,3,0,15,135,270,379137113
32,3,0,15,143,286,1731922125
33,3,1,15,560,1120,1366894655
34,3,0,15,69,138,1858043796
35,3,0,15,7,14,1298563384
36,3,0,15,28,56,1604464469
37,3,0,15,44,88,206607076
38,3,0,15,54,108,1789146813
39,3,0,15,45,90,376941757
40,4,0,15,169,338,1749227058
41,4,0,15,167,334,202513635
42,4,0,15,36,72,1151026717
43,4,1,15,1530,3060,195090636
44,4,0,15,101,202,1399867806
45,4,1,15,370,740,2092151598
46,4,0,15,102,204,310239921
47,4,0,15,113,226,1488970400
48,4,0,15,132,264,478292214
49,4,0,15,118,236,1040490194
50,5,0,15,176,352,1173496603
51,5,0,15,129,258,1380276322
52,5,0,15,35,70,1507367432
53,5,0,15,31,62,879611653
54,5,0,15,110,220,1938189948
55,5,0,15,105,210,1226156321
56,5,0,15,180,360,1189649857
57,5,0,15,148,296,1726043548
58,5,0,15,2,4,1732391211
59,5,0,15,113,226,1254280557
60,6,0,15,35,70,558832186
61,6,0,15,77,154,1831606712
62,6,0,15,71,142,114557590
63,6,0,15,84,168,410618729
64,6,0,15,69,138,547989800
65,6,0,15,54,108,1727513259
66,6,0,15,155,310,900562998
67,6,0,15,66,132,244607465
68,6,0,15,190,380,1383490404
69,6,0,15,137,274,516813887
70,7,0,15,160,320,1657169953
71,7,0,15,133,266,2087024138
72,7,0,15,14,28,1403478635
73,7,0,15,112,224,914233605
74,7,1,15,1300,2600,378011847
75,7,0,15,3,6,68547520
76,7,0,15,17,34,1052960607
77,7,0,15,22,44,1767601017
78,7,0,15,115,230,1609580712
79,7,0,15,53,106,1500392010
80,8,1,15,240,480,769124491
81,8,1,15,1190,2380,600294090
82,8,0,15,80,160,230817086
83,8,0,15,157,314,1756273349
84,8,0,15,20,40,289890314
85,8,0,15,192,384,1454430787
86,8,0,15,101,202,1977561835
87,8,0,15,71,142,944375275
88,8,0,15,96,192,847460072
89,8,0,15,132,264,1601457646
90,9,1,15,260,520,1153206549
91,9,0,15,9,18,333060575
92,9,0,15,67,134,2033127306
93,9,0,15,136,272,725205342
94,9,1,15,1250,2500,1833073181
95,9,0,15,96,192,1249057785
96,9,1,15,750,1500,370695654
97,9,0,15,48,96,1609370220
98,9,0,15,98,196,545642658
99,9,0,15,195,390,1070577251
0,0,0,16,135,270,280627905
1,0,0,16,128,256,1631141935
2,0,0,16,138,276,538192224
3,0,1,16,1870,3740,1342874740
4,0,0,16,177,354,1488798237
5,0,0,16,12,24,904455271
6,0,0,16,49,98,1628923280
7,0,0,16,22,44,2041778289
8,0,0,16,158,316,549795965
9,0,1,16,340,680,2103422558
10,1,0,16,137,274,1588892621
11,1,0,16,176,352,474054288
12,1,0,16,128,256,853141696
13,1,0,16,166,332,2099314383
14,1,0,16,159,318,171579115
15,1,1,16,380,760,131654613
16,1,1,16,1870,3740,1028979874
17,1,1,16,1920,3840,1782645259
18,1,1,16,1960,3920,2058023498
19,1,1,16,330,660,410553327
20,2,0,16,67,134,200029566
21,2,0,16,87,174,444601069
22,2,0,16,35,70,166434133
23,2,1,16,1270,2540,1366687954
24,2,0,16,180,360,497778535
25,2,0,16,125,250,329625487
26,2,0,16,183,366,1575210123
27,2,0,16,103,206,603430542
28,2,0,16,172,344,2046791921
29,2,1,16,910,1820,220361515
30,3,0,16,104,208,1958963397
31,3,0,16,93,186,67655141
32,3,0,16,50,100,1447307339
33,3,1,16,70,140,1855298708
34,3,0,16,19,38,250266931
35,3,0,16,167,334,1215188201
36,3,0,16,18,36,1645382874
37,3,0,16,67,134,997041960
38,3,0,16,39,78,1889072091
39,3,0,16,24,48,860504436
40,4,0,16,18,36,1561561150
41,4,0,16,191,382,2070611290
42,4,0,16,61,122,2080534892
43,4,1,16,290,580,1333353983
44,4,0,16,69,138,2128104122
45,4,1,16,420,840,849086743
46,4,0,16,127,254,174634373
47,4,0,16,56,112,1894061056
48,4,0,16,52,104,1981392293
49,4,0,16,145,290,734525053
50,5,0,16,30,60,1550454695
51,5,0,16,97,194,1240134612
52,5,0,16,58,116,497914640
53,5,0,16,160,320,1322024378
54,5,0,16,18,36,1224414064
55,5,0,16,20,40,2131223195
56,5,0,16,112,224,116811578
57,5,0,16,136,272,1609110877
58,5,0,16,185,370,995530040
59,5,0,16,199,398,1957768678
60,6,0,16,101,202,960827342
61,6,0,16,21,42,459049084
62,6,0,16,13,26,76213056
63,6,0,16,140,280,377470338
64,6,0,16,85,170,1615513188
